room_id: 0, name: Room #0, students_count: 9
room_id: 665, name: Room #665, students_count: 14
room_id: 666, name: Room #666, students_count: 8
room_id: 667, name: Room #667, students_count: 8
room_id: 668, name: Room #668, students_count: 8
room_id: 669, name: Room #669, students_count: 7
room_id: 670, name: Room #670, students_count: 10
room_id: 671, name: Room #671, students_count: 9
room_id: 672, name: Room #672, students_count: 10
room_id: 673, name: Room #673, students_count: 9
room_id: 674, name: Room #674, students_count: 9
room_id: 675, name: Room #675, students_count: 12
room_id: 676, name: Room #676, students_count: 8
room_id: 677, name: Room #677, students_count: 3
room_id: 678, name: Room #678, students_count: 8
room_id: 679, name: Room #679, students_count: 14
room_id: 680, name: Room #680, students_count: 10
room_id: 681, name: Room #681, students_count: 4
room_id: 682, name: Room #682, students_count: 11
room_id: 683, name: Room #683, students_count: 9
room_id: 684, name: Room #684, students_count: 10
room_id: 685, name: Room #685, students_count: 12
room_id: 686, name: Room #686, students_count: 7
room_id: 687, name: Room #687, students_count: 8
room_id: 688, name: Room #688, students_count: 10
room_id: 689, name: Room #689, students_count: 7
room_id: 690, name: Room #690, students_count: 9
room_id: 691, name: Room #691, students_count: 8
room_id: 692, name: Room #692, students_count: 10
room_id: 693, name: Room #693, students_count: 10
room_id: 694, name: Room #694, students_count: 7
room_id: 695, name: Room #695, students_count: 15
room_id: 696, name: Room #696, students_count: 9
room_id: 697, name: Room #697, students_count: 9
room_id: 698, name: Room #698, students_count: 5
room_id: 699, name: Room #699, students_count: 15
room_id: 700, name: Room #700, students_count: 7
room_id: 701, name: Room #701, students_count: 11
room_id: 702, name: Room #702, students_count: 11
room_id: 703, name: Room #703, students_count: 12
room_id: 704, name: Room #704, students_count: 8
room_id: 705, name: Room #705, students_count: 9
room_id: 706, name: Room #706, students_count: 9
room_id: 707, name: Room #707, students_count: 9
room_id: 708, name: Room #708, students_count: 11
room_id: 709, name: Room #709, students_count: 14
room_id: 710, name: Room #710, students_count: 4
room_id: 711, name: Room #711, students_count: 12
room_id: 712, name: Room #712, students_count: 8
room_id: 713, name: Room #713, students_count: 12
room_id: 714, name: Room #714, students_count: 16
room_id: 715, name: Room #715, students_count: 5
room_id: 716, name: Room #716, students_count: 14
room_id: 717, name: Room #717, students_count: 11
room_id: 718, name: Room #718, students_count: 8
room_id: 719, name: Room #719, students_count: 14
room_id: 720, name: Room #720, students_count: 9
room_id: 721, name: Room #721, students_count: 7
room_id: 722, name: Room #722, students_count: 9
room_id: 723, name: Room #723, students_count: 7
room_id: 724, name: Room #724, students_count: 12
room_id: 725, name: Room #725, students_count: 14
room_id: 726, name: Room #726, students_count: 6
room_id: 727, name: Room #727, students_count: 8
room_id: 728, name: Room #728, students_count: 11
room_id: 729, name: Room #729, students_count: 12
room_id: 730, name: Room #730, students_count: 14
room_id: 731, name: Room #731, students_count: 19
room_id: 732, name: Room #732, students_count: 6
room_id: 733, name: Room #733, students_count: 14
room_id: 734, name: Room #734, students_count: 12
room_id: 735, name: Room #735, students_count: 8
room_id: 736, name: Room #736, students_count: 9
room_id: 737, name: Room #737, students_count: 13
room_id: 738, name: Room #738, students_count: 12
room_id: 739, name: Room #739, students_count: 9
room_id: 740, name: Room #740, students_count: 14
room_id: 741, name: Room #741, students_count: 13
room_id: 742, name: Room #742, students_count: 10
room_id: 743, name: Room #743, students_count: 12
room_id: 744, name: Room #744, students_count: 6
room_id: 745, name: Room #745, students_count: 9
room_id: 746, name: Room #746, students_count: 9
room_id: 747, name: Room #747, students_count: 13
room_id: 748, name: Room #748, students_count: 9
room_id: 749, name: Room #749, students_count: 13
room_id: 750, name: Room #750, students_count: 11
room_id: 751, name: Room #751, students_count: 12
room_id: 752, name: Room #752, students_count: 12
room_id: 753, name: Room #753, students_count: 8
room_id: 754, name: Room #754, students_count: 5
room_id: 755, name: Room #755, students_count: 12
room_id: 756, name: Room #756, students_count: 12
room_id: 757, name: Room #757, students_count: 9
room_id: 758, name: Room #758, students_count: 13
room_id: 759, name: Room #759, students_count: 15
room_id: 760, name: Room #760, students_count: 8
room_id: 761, name: Room #761, students_count: 9
room_id: 762, name: Room #762, students_count: 11
room_id: 763, name: Room #763, students_count: 7
room_id: 764, name: Room #764, students_count: 9
room_id: 765, name: Room #765, students_count: 8
room_id: 766, name: Room #766, students_count: 15
room_id: 767, name: Room #767, students_count: 11
room_id: 768, name: Room #768, students_count: 11
room_id: 769, name: Room #769, students_count: 10
room_id: 770, name: Room #770, students_count: 9
room_id: 771, name: Room #771, students_count: 14
room_id: 772, name: Room #772, students_count: 5
room_id: 773, name: Room #773, students_count: 11
room_id: 774, name: Room #774, students_count: 8
room_id: 775, name: Room #775, students_count: 9
room_id: 776, name: Room #776, students_count: 7
room_id: 777, name: Room #777, students_count: 5
room_id: 778, name: Room #778, students_count: 13
room_id: 779, name: Room #779, students_count: 13
room_id: 780, name: Room #780, students_count: 9
room_id: 781, name: Room #781, students_count: 13
room_id: 782, name: Room #782, students_count: 8
room_id: 783, name: Room #783, students_count: 8
room_id: 784, name: Room #784, students_count: 12
room_id: 785, name: Room #785, students_count: 10
room_id: 786, name: Room #786, students_count: 12
room_id: 787, name: Room #787, students_count: 8
room_id: 788, name: Room #788, students_count: 5
room_id: 789, name: Room #789, students_count: 10
room_id: 790, name: Room #790, students_count: 8
room_id: 791, name: Room #791, students_count: 10
room_id: 792, name: Room #792, students_count: 7
room_id: 793, name: Room #793, students_count: 15
room_id: 794, name: Room #794, students_count: 5
room_id: 795, name: Room #795, students_count: 12
room_id: 796, name: Room #796, students_count: 8
room_id: 797, name: Room #797, students_count: 11
room_id: 798, name: Room #798, students_count: 5
room_id: 799, name: Room #799, students_count: 13
room_id: 800, name: Room #800, students_count: 5
room_id: 801, name: Room #801, students_count: 10
room_id: 802, name: Room #802, students_count: 12
room_id: 803, name: Room #803, students_count: 11
room_id: 804, name: Room #804, students_count: 6
room_id: 805, name: Room #805, students_count: 10
room_id: 806, name: Room #806, students_count: 12
room_id: 807, name: Room #807, students_count: 9
room_id: 808, name: Room #808, students_count: 11
room_id: 809, name: Room #809, students_count: 13
room_id: 810, name: Room #810, students_count: 2
room_id: 811, name: Room #811, students_count: 5
room_id: 812, name: Room #812, students_count: 7
room_id: 813, name: Room #813, students_count: 20
room_id: 814, name: Room #814, students_count: 10
room_id: 815, name: Room #815, students_count: 9
room_id: 816, name: Room #816, students_count: 10
room_id: 817, name: Room #817, students_count: 12
room_id: 818, name: Room #818, students_count: 12
room_id: 819, name: Room #819, students_count: 9
room_id: 820, name: Room #820, students_count: 13
room_id: 821, name: Room #821, students_count: 11
room_id: 822, name: Room #822, students_count: 10
room_id: 823, name: Room #823, students_count: 7
room_id: 824, name: Room #824, students_count: 9
room_id: 825, name: Room #825, students_count: 11
room_id: 826, name: Room #826, students_count: 9
room_id: 827, name: Room #827, students_count: 7
room_id: 828, name: Room #828, students_count: 10
room_id: 829, name: Room #829, students_count: 12
room_id: 830, name: Room #830, students_count: 8
room_id: 831, name: Room #831, students_count: 6
room_id: 832, name: Room #832, students_count: 14
room_id: 833, name: Room #833, students_count: 9
room_id: 834, name: Room #834, students_count: 10
room_id: 835, name: Room #835, students_count: 16
room_id: 836, name: Room #836, students_count: 14
room_id: 837, name: Room #837, students_count: 11
room_id: 838, name: Room #838, students_count: 14
room_id: 839, name: Room #839, students_count: 9
room_id: 840, name: Room #840, students_count: 8
room_id: 841, name: Room #841, students_count: 6
room_id: 842, name: Room #842, students_count: 6
room_id: 843, name: Room #843, students_count: 12
room_id: 844, name: Room #844, students_count: 11
room_id: 845, name: Room #845, students_count: 11
room_id: 846, name: Room #846, students_count: 11
room_id: 847, name: Room #847, students_count: 16
room_id: 848, name: Room #848, students_count: 14
room_id: 849, name: Room #849, students_count: 9
room_id: 850, name: Room #850, students_count: 12
room_id: 851, name: Room #851, students_count: 6
room_id: 852, name: Room #852, students_count: 10
room_id: 853, name: Room #853, students_count: 8
room_id: 854, name: Room #854, students_count: 13
room_id: 855, name: Room #855, students_count: 12
room_id: 856, name: Room #856, students_count: 10
room_id: 857, name: Room #857, students_count: 6
room_id: 858, name: Room #858, students_count: 9
room_id: 859, name: Room #859, students_count: 9
room_id: 860, name: Room #860, students_count: 19
room_id: 861, name: Room #861, students_count: 9
room_id: 862, name: Room #862, students_count: 6
room_id: 863, name: Room #863, students_count: 15
room_id: 864, name: Room #864, students_count: 6
room_id: 865, name: Room #865, students_count: 12
room_id: 866, name: Room #866, students_count: 12
room_id: 867, name: Room #867, students_count: 11
room_id: 868, name: Room #868, students_count: 9
room_id: 869, name: Room #869, students_count: 9
room_id: 870, name: Room #870, students_count: 6
room_id: 871, name: Room #871, students_count: 10
room_id: 872, name: Room #872, students_count: 13
room_id: 873, name: Room #873, students_count: 4
room_id: 874, name: Room #874, students_count: 6
room_id: 875, name: Room #875, students_count: 14
room_id: 876, name: Room #876, students_count: 6
room_id: 877, name: Room #877, students_count: 11
room_id: 878, name: Room #878, students_count: 11
room_id: 879, name: Room #879, students_count: 15
room_id: 880, name: Room #880, students_count: 9
room_id: 881, name: Room #881, students_count: 11
room_id: 882, name: Room #882, students_count: 7
room_id: 883, name: Room #883, students_count: 9
room_id: 884, name: Room #884, students_count: 14
room_id: 885, name: Room #885, students_count: 7
room_id: 886, name: Room #886, students_count: 6
room_id: 887, name: Room #887, students_count: 7
room_id: 888, name: Room #888, students_count: 11
room_id: 889, name: Room #889, students_count: 8
room_id: 890, name: Room #890, students_count: 8
room_id: 891, name: Room #891, students_count: 11
room_id: 892, name: Room #892, students_count: 10
room_id: 893, name: Room #893, students_count: 13
room_id: 894, name: Room #894, students_count: 17
room_id: 895, name: Room #895, students_count: 6
room_id: 896, name: Room #896, students_count: 8
room_id: 897, name: Room #897, students_count: 9
room_id: 898, name: Room #898, students_count: 12
room_id: 899, name: Room #899, students_count: 10
room_id: 900, name: Room #900, students_count: 11
room_id: 901, name: Room #901, students_count: 8
room_id: 902, name: Room #902, students_count: 5
room_id: 903, name: Room #903, students_count: 11
room_id: 904, name: Room #904, students_count: 8
room_id: 905, name: Room #905, students_count: 19
room_id: 906, name: Room #906, students_count: 10
room_id: 907, name: Room #907, students_count: 12
room_id: 908, name: Room #908, students_count: 7
room_id: 909, name: Room #909, students_count: 12
room_id: 910, name: Room #910, students_count: 10
room_id: 911, name: Room #911, students_count: 10
room_id: 912, name: Room #912, students_count: 13
room_id: 913, name: Room #913, students_count: 3
room_id: 914, name: Room #914, students_count: 13
room_id: 915, name: Room #915, students_count: 5
room_id: 916, name: Room #916, students_count: 8
room_id: 917, name: Room #917, students_count: 9
room_id: 918, name: Room #918, students_count: 14
room_id: 919, name: Room #919, students_count: 5
room_id: 920, name: Room #920, students_count: 8
room_id: 921, name: Room #921, students_count: 10
room_id: 922, name: Room #922, students_count: 10
room_id: 923, name: Room #923, students_count: 9
room_id: 924, name: Room #924, students_count: 12
room_id: 925, name: Room #925, students_count: 8
room_id: 926, name: Room #926, students_count: 14
room_id: 927, name: Room #927, students_count: 9
room_id: 928, name: Room #928, students_count: 8
room_id: 929, name: Room #929, students_count: 9
room_id: 930, name: Room #930, students_count: 15
room_id: 931, name: Room #931, students_count: 7
room_id: 932, name: Room #932, students_count: 9
room_id: 933, name: Room #933, students_count: 10
room_id: 934, name: Room #934, students_count: 4
room_id: 935, name: Room #935, students_count: 10
room_id: 936, name: Room #936, students_count: 13
room_id: 937, name: Room #937, students_count: 11
room_id: 938, name: Room #938, students_count: 12
room_id: 939, name: Room #939, students_count: 9
room_id: 940, name: Room #940, students_count: 7
room_id: 941, name: Room #941, students_count: 11
room_id: 942, name: Room #942, students_count: 11
room_id: 943, name: Room #943, students_count: 5
room_id: 944, name: Room #944, students_count: 8
room_id: 945, name: Room #945, students_count: 10
room_id: 946, name: Room #946, students_count: 11
room_id: 947, name: Room #947, students_count: 8
room_id: 948, name: Room #948, students_count: 13
room_id: 949, name: Room #949, students_count: 10
room_id: 950, name: Room #950, students_count: 12
room_id: 951, name: Room #951, students_count: 8
room_id: 952, name: Room #952, students_count: 13
room_id: 953, name: Room #953, students_count: 11
room_id: 954, name: Room #954, students_count: 7
room_id: 955, name: Room #955, students_count: 13
room_id: 956, name: Room #956, students_count: 6
room_id: 957, name: Room #957, students_count: 9
room_id: 958, name: Room #958, students_count: 14
room_id: 959, name: Room #959, students_count: 8
room_id: 960, name: Room #960, students_count: 8
room_id: 961, name: Room #961, students_count: 17
room_id: 962, name: Room #962, students_count: 9
room_id: 963, name: Room #963, students_count: 6
room_id: 964, name: Room #964, students_count: 5
room_id: 965, name: Room #965, students_count: 15
room_id: 966, name: Room #966, students_count: 11
room_id: 967, name: Room #967, students_count: 11
room_id: 968, name: Room #968, students_count: 17
room_id: 969, name: Room #969, students_count: 16
room_id: 970, name: Room #970, students_count: 6
room_id: 971, name: Room #971, students_count: 9
room_id: 972, name: Room #972, students_count: 4
room_id: 973, name: Room #973, students_count: 9
room_id: 974, name: Room #974, students_count: 8
room_id: 975, name: Room #975, students_count: 9
room_id: 976, name: Room #976, students_count: 7
room_id: 977, name: Room #977, students_count: 10
room_id: 978, name: Room #978, students_count: 12
room_id: 979, name: Room #979, students_count: 10
room_id: 980, name: Room #980, students_count: 14
room_id: 981, name: Room #981, students_count: 12
room_id: 982, name: Room #982, students_count: 8
room_id: 983, name: Room #983, students_count: 6
room_id: 984, name: Room #984, students_count: 13
room_id: 985, name: Room #985, students_count: 3
room_id: 986, name: Room #986, students_count: 13
room_id: 987, name: Room #987, students_count: 7
room_id: 988, name: Room #988, students_count: 10
room_id: 989, name: Room #989, students_count: 10
room_id: 990, name: Room #990, students_count: 5
room_id: 991, name: Room #991, students_count: 9
room_id: 992, name: Room #992, students_count: 13
room_id: 993, name: Room #993, students_count: 10
room_id: 994, name: Room #994, students_count: 6
room_id: 995, name: Room #995, students_count: 13
room_id: 996, name: Room #996, students_count: 8
room_id: 997, name: Room #997, students_count: 9
room_id: 998, name: Room #998, students_count: 14
room_id: 999, name: Room #999, students_count: 12
